user_id,activity_type,activity_energy_level,current_energy_level,predicted_score
user_012330,mood,54.6,52.8,53.9
user_012331,mood,98.4,0.0,97.4
user_012331,mood,96.3,97.4,93.6
user_012331,music,32.2,93.6,67.3
user_012331,music,23.9,67.3,52.7
user_012331,community,94.5,52.7,72.3
user_012332,mood,63.8,0.0,63.6
user_012332,journal,70.6,63.6,71.8
user_012332,meditation,1.5,71.8,45.6
user_012332,journal,48.2,45.6,46.1
user_012332,music,31.9,46.1,45.2
user_012333,community,60.7,0.0,60.9
user_012333,mood,54.5,60.9,60.4
user_012333,journal,45.3,60.4,56.6
user_012333,meditation,61.5,56.6,65.3
user_012333,community,57.8,65.3,67.3
user_012334,meditation,85.8,0.0,85.4
user_012334,mood,67.4,85.4,75.4
user_012334,music,36.6,75.4,65.3
user_012334,community,80.3,65.3,68.2
user_012334,community,32.9,68.2,57.2
user_012334,community,49.7,57.2,56.4
user_012334,journal,60.5,56.4,61.3
user_012334,music,69.3,61.3,61.9
user_012334,meditation,18.0,61.9,50.6
user_012335,meditation,82.7,0.0,81.2
user_012335,mood,17.0,81.2,56.5
user_012335,meditation,17.9,56.5,46.2
user_012335,journal,66.7,46.2,56.0
user_012336,meditation,56.9,0.0,59.2
user_012336,community,46.2,59.2,53.5
user_012336,meditation,34.9,53.5,45.9
user_012336,meditation,37.1,45.9,42.9
user_012336,mood,34.5,42.9,37.6
user_012336,meditation,64.4,37.6,47.4
user_012336,meditation,85.1,47.4,64.7
user_012337,journal,91.4,0.0,87.9
user_012337,meditation,53.9,87.9,77.2
user_012337,journal,22.2,77.2,59.3
user_012337,mood,88.9,59.3,72.7
user_012337,journal,91.3,72.7,83.2
user_012337,community,64.1,83.2,79.1
user_012337,community,91.5,79.1,86.6
user_012337,journal,96.1,86.6,92.4
user_012337,mood,59.1,92.4,76.7
user_012338,community,94.8,0.0,96.1
user_012338,meditation,0.6,96.1,65.5
user_012338,journal,73.0,65.5,71.2
user_012338,mood,50.1,71.2,63.3
user_012338,music,62.1,63.3,64.2
user_012338,community,59.3,64.2,62.8
user_012338,mood,58.2,62.8,63.2
user_012339,journal,93.9,0.0,95.1
user_012339,journal,8.4,95.1,69.5
user_012339,music,46.6,69.5,61.8
user_012339,journal,11.6,61.8,44.2
user_012340,mood,76.4,0.0,75.5
user_012340,community,13.4,75.5,54.7
user_012340,mood,11.5,54.7,36.6
user_012340,journal,86.2,36.6,58.9
user_012340,journal,57.6,58.9,63.9
user_012340,community,89.1,63.9,78.1
user_012340,journal,61.9,78.1,69.5
user_012341,music,29.3,0.0,28.3
user_012341,mood,93.0,28.3,56.8
user_012341,mood,44.5,56.8,49.5
user_012341,meditation,19.2,49.5,43.0
user_012341,community,83.9,43.0,62.2
user_012341,community,8.4,62.2,40.9
user_012341,community,81.7,40.9,60.9
user_012341,community,48.2,60.9,56.6
user_012342,mood,76.0,0.0,79.1
user_012342,journal,48.1,79.1,69.6
user_012342,meditation,25.1,69.6,57.9
user_012342,community,29.5,57.9,51.6
user_012342,music,67.5,51.6,61.2
user_012343,meditation,86.1,0.0,88.0
user_012343,music,33.8,88.0,73.6
user_012343,mood,45.5,73.6,67.6
user_012343,community,51.3,67.6,65.0
user_012344,community,43.2,0.0,42.4
user_012344,journal,2.1,42.4,31.8
user_012344,journal,71.1,31.8,52.4
user_012344,journal,22.3,52.4,46.7
user_012344,mood,57.0,46.7,57.0
user_012344,meditation,82.2,57.0,73.1
user_012344,journal,96.6,73.1,83.6
user_012345,mood,86.0,0.0,87.4
user_012345,community,61.4,87.4,74.1
user_012345,journal,95.1,74.1,86.8
user_012345,mood,97.0,86.8,98.8
user_012345,journal,35.0,98.8,74.1
user_012345,meditation,35.5,74.1,67.5
user_012345,journal,44.9,67.5,65.7
user_012345,meditation,49.2,65.7,61.6
user_012345,community,53.7,61.6,64.2
user_012346,meditation,40.6,0.0,37.8
user_012346,music,45.2,37.8,47.1
user_012346,meditation,6.0,47.1,29.6
user_012346,mood,67.8,29.6,45.2
user_012346,music,21.1,45.2,35.5
user_012346,mood,65.9,35.5,47.3
user_012346,music,21.3,47.3,38.1
user_012346,music,79.7,38.1,53.4
user_012346,community,43.2,53.4,52.2
user_012347,music,76.9,0.0,80.2
user_012347,community,68.7,80.2,79.1
user_012347,music,45.4,79.1,63.7
user_012347,community,33.2,63.7,52.8
user_012347,meditation,57.9,52.8,60.2
user_012347,mood,93.2,60.2,72.7
user_012347,community,50.2,72.7,70.3
user_012348,music,56.6,0.0,56.8
user_012348,community,39.4,56.8,48.9
user_012348,music,51.6,48.9,51.5
user_012348,mood,97.3,51.5,70.6
user_012348,music,96.8,70.6,82.6
user_012348,mood,29.3,82.6,61.5
user_012348,mood,98.1,61.5,71.1
user_012349,community,92.1,0.0,92.3
user_012349,mood,19.8,92.3,67.9
user_012349,meditation,91.6,67.9,80.0
user_012349,music,80.0,80.0,84.4
user_012350,journal,86.2,0.0,88.4
user_012350,meditation,28.5,88.4,65.8
user_012350,journal,68.5,65.8,68.2
user_012350,meditation,75.5,68.2,76.6
user_012350,music,50.3,76.6,62.9
user_012350,journal,55.4,62.9,61.4
user_012350,community,80.9,61.4,76.2
user_012350,community,88.8,76.2,81.7
user_012351,mood,79.1,0.0,77.5
user_012351,community,66.1,77.5,78.6
user_012351,mood,33.3,78.6,60.3
user_012351,mood,4.5,60.3,41.9
user_012351,music,28.8,41.9,30.9
user_012351,journal,74.7,30.9,55.3
user_012351,community,81.3,55.3,65.8
user_012351,journal,55.7,65.8,63.9
user_012352,mood,60.8,0.0,59.9
user_012352,mood,88.3,59.9,76.3
user_012352,meditation,27.1,76.3,62.4
user_012352,journal,72.3,62.4,67.1
user_012352,mood,4.3,67.1,49.3
user_012352,meditation,7.4,49.3,35.8
user_012352,journal,4.0,35.8,26.2
user_012352,mood,46.2,26.2,33.0
user_012352,meditation,97.3,33.0,60.1
user_012353,community,56.1,0.0,55.1
user_012353,meditation,84.0,55.1,76.4
user_012353,mood,45.9,76.4,65.4
user_012353,meditation,62.3,65.4,71.9
user_012353,meditation,96.6,71.9,82.6
user_012353,meditation,46.4,82.6,73.7
user_012354,journal,57.3,0.0,57.2
user_012354,journal,32.9,57.2,53.5
user_012354,music,51.9,53.5,59.5
user_012354,meditation,52.1,59.5,64.0
user_012355,mood,81.0,0.0,78.6
user_012355,mood,98.1,78.6,89.7
user_012355,journal,41.6,89.7,73.0
user_012355,community,60.5,73.0,65.8
user_012356,music,75.3,0.0,76.5
user_012356,community,30.8,76.5,61.3
user_012356,mood,60.3,61.3,65.1
user_012356,community,42.8,65.1,56.5
user_012356,mood,31.4,56.5,51.6
user_012356,mood,16.3,51.6,39.8
user_012357,community,99.2,0.0,99.1
user_012357,meditation,70.9,99.1,92.0
user_012357,mood,52.2,92.0,77.8
user_012357,meditation,47.6,77.8,70.9
user_012358,mood,61.3,0.0,59.4
user_012358,music,68.7,59.4,68.1
user_012358,mood,31.7,68.1,54.6
user_012358,meditation,97.0,54.6,76.3
user_012358,community,88.2,76.3,85.1
user_012358,journal,4.6,85.1,56.5
user_012359,journal,50.8,0.0,50.5
user_012359,music,83.7,50.5,71.0
user_012359,music,73.4,71.0,75.8
user_012359,meditation,5.9,75.8,56.6
user_012359,music,6.5,56.6,42.8
user_012359,music,88.8,42.8,68.7
user_012359,journal,63.4,68.7,66.6
user_012359,mood,15.3,66.6,45.4
user_012360,journal,32.3,0.0,34.4
user_012360,journal,77.4,34.4,51.9
user_012360,journal,48.5,51.9,54.6
user_012360,mood,32.1,54.6,47.1
user_012361,mood,70.1,0.0,68.3
user_012361,community,61.0,68.3,66.9
user_012361,community,13.8,66.9,46.4
user_012361,mood,25.8,46.4,43.4
user_012361,journal,69.0,43.4,55.3
user_012361,music,60.8,55.3,60.5
user_012361,community,39.5,60.5,59.4
user_012362,music,64.1,0.0,66.4
user_012362,meditation,1.3,66.4,45.4
user_012362,journal,84.1,45.4,65.7
user_012362,mood,99.7,65.7,79.1
user_012362,mood,32.5,79.1,66.1
user_012363,community,63.6,0.0,67.8
user_012363,mood,41.2,67.8,57.1
user_012363,journal,14.7,57.1,38.1
user_012363,music,3.6,38.1,33.8
user_012363,mood,86.4,33.8,56.2
user_012363,music,17.9,56.2,38.4
user_012363,journal,22.5,38.4,33.3
user_012363,meditation,19.2,33.3,32.5
user_012363,music,73.8,32.5,50.7
user_012364,music,75.3,0.0,74.5
user_012364,journal,26.5,74.5,57.5
user_012364,music,89.9,57.5,72.4
user_012364,mood,84.0,72.4,80.5
user_012364,music,40.7,80.5,63.8
user_012364,meditation,38.0,63.8,58.4
user_012364,music,59.5,58.4,64.4
user_012365,music,27.6,0.0,24.5
user_012365,journal,52.3,24.5,40.3
user_012365,music,92.7,40.3,61.5
user_012365,community,57.0,61.5,56.5
user_012365,meditation,83.2,56.5,72.7
user_012365,music,59.6,72.7,71.7
user_012365,community,68.0,71.7,68.7
user_012365,journal,40.1,68.7,55.5
user_012366,meditation,54.9,0.0,53.7
user_012366,mood,72.1,53.7,67.8
user_012366,mood,4.3,67.8,48.2
user_012366,mood,40.8,48.2,44.3
user_012367,community,42.5,0.0,44.0
user_012367,music,13.2,44.0,31.2
user_012367,community,16.4,31.2,31.8
user_012367,mood,71.5,31.8,46.7
user_012367,community,74.4,46.7,66.5
user_012367,journal,97.3,66.5,76.3
user_012367,community,73.0,76.3,78.1
user_012367,meditation,82.9,78.1,85.9
user_012368,meditation,26.3,0.0,27.8
user_012368,journal,59.7,27.8,45.9
user_012368,music,27.0,45.9,37.3
user_012368,mood,76.4,37.3,55.1
user_012369,community,94.7,0.0,98.6
user_012369,community,64.4,98.6,86.2
user_012369,meditation,70.6,86.2,79.7
user_012369,mood,90.3,79.7,91.0
user_012369,mood,70.7,91.0,78.5
user_012369,mood,2.2,78.5,50.9
user_012369,journal,7.7,50.9,36.2
user_012369,journal,82.2,36.2,58.6
user_012370,community,84.8,0.0,86.2
user_012370,music,23.4,86.2,60.9
user_012370,meditation,83.0,60.9,74.6
user_012370,journal,23.3,74.6,58.2
user_012370,community,12.8,58.2,43.0
user_012370,music,2.1,43.0,33.1
user_012370,meditation,51.2,33.1,46.2
user_012370,music,70.0,46.2,53.1
user_012370,community,65.4,53.1,61.4
user_012371,community,87.0,0.0,87.6
user_012371,journal,35.4,87.6,64.1
user_012371,music,57.7,64.1,67.8
user_012371,music,9.8,67.8,50.8
user_012371,music,87.2,50.8,65.9
user_012371,mood,97.9,65.9,82.2
user_012371,meditation,68.4,82.2,81.9
user_012372,journal,62.2,0.0,66.0
user_012372,journal,86.1,66.0,75.6
user_012372,journal,63.1,75.6,71.0
user_012372,community,88.2,71.0,81.8
user_012373,music,91.5,0.0,88.1
user_012373,mood,41.3,88.1,71.9
user_012373,journal,19.3,71.9,47.8
user_012373,journal,46.0,47.8,51.1
user_012374,meditation,7.8,0.0,8.8
user_012374,journal,25.3,8.8,22.3
user_012374,journal,97.7,22.3,52.3
user_012374,community,22.5,52.3,46.0
user_012374,community,76.6,46.0,60.8
user_012374,community,73.8,60.8,64.0
user_012374,journal,19.0,64.0,49.6
user_012374,meditation,49.1,49.6,61.1
user_012375,journal,42.2,0.0,43.1
user_012375,meditation,20.9,43.1,34.8
user_012375,community,58.6,34.8,47.2
user_012375,meditation,30.3,47.2,44.1
user_012375,music,30.0,44.1,37.7
user_012376,community,15.1,0.0,15.1
user_012376,meditation,82.4,15.1,41.6
user_012376,mood,60.8,41.6,49.2
user_012376,community,40.5,49.2,52.9
user_012376,community,71.4,52.9,63.9
user_012377,journal,23.2,0.0,22.4
user_012377,meditation,0.4,22.4,22.1
user_012377,community,94.5,22.1,52.4
user_012377,meditation,76.9,52.4,65.7
user_012377,mood,70.9,65.7,66.4
user_012377,community,48.8,66.4,57.5
user_012377,community,67.8,57.5,69.0
user_012378,journal,48.3,0.0,44.5
user_012378,music,97.4,44.5,66.0
user_012378,mood,88.5,66.0,78.1
user_012378,mood,29.8,78.1,62.4
user_012378,meditation,13.1,62.4,46.8
user_012378,meditation,29.0,46.8,42.9
user_012378,meditation,14.7,42.9,35.1
user_012379,mood,23.6,0.0,25.2
user_012379,mood,1.1,25.2,15.4
user_012379,journal,47.4,15.4,28.9
user_012379,music,59.6,28.9,47.0
user_012379,journal,67.6,47.0,57.1
user_012379,mood,52.1,57.1,55.9
user_012380,community,25.8,0.0,28.4
user_012380,community,65.7,28.4,48.4
user_012380,meditation,68.3,48.4,59.1
user_012380,community,54.4,59.1,58.2
user_012381,meditation,38.3,0.0,38.9
user_012381,meditation,66.7,38.9,47.8
user_012381,meditation,66.5,47.8,57.9
user_012381,community,5.4,57.9,40.0
user_012381,music,83.6,40.0,56.8
user_012381,meditation,34.9,56.8,47.0
user_012381,music,64.7,47.0,58.0
user_012382,community,39.4,0.0,40.6
user_012382,mood,5.9,40.6,24.2
user_012382,community,79.6,24.2,50.8
user_012382,meditation,5.0,50.8,34.2
user_012382,meditation,83.9,34.2,59.2
user_012382,journal,64.7,59.2,64.2
user_012382,mood,73.9,64.2,71.4
user_012382,music,70.0,71.4,70.8
user_012383,meditation,43.5,0.0,44.1
user_012383,journal,82.4,44.1,59.8
user_012383,community,80.5,59.8,64.9
user_012383,journal,71.5,64.9,68.2
user_012384,journal,61.0,0.0,60.6
user_012384,music,68.2,60.6,62.6
user_012384,journal,74.8,62.6,69.3
user_012384,meditation,75.9,69.3,75.8
user_012384,music,74.2,75.8,72.5
user_012384,mood,32.4,72.5,62.7
user_012384,meditation,1.6,62.7,39.6
user_012385,mood,96.7,0.0,98.7
user_012385,journal,19.4,98.7,69.8
user_012385,community,41.4,69.8,60.5
user_012385,community,34.2,60.5,52.8
user_012386,meditation,68.2,0.0,71.8
user_012386,journal,19.0,71.8,58.5
user_012386,journal,15.9,58.5,44.8
user_012386,meditation,57.4,44.8,53.6
user_012386,meditation,55.4,53.6,58.8
user_012386,mood,95.8,58.8,77.7
user_012386,journal,86.1,77.7,84.1
user_012386,music,79.7,84.1,82.4
user_012387,journal,73.0,0.0,73.8
user_012387,meditation,31.1,73.8,62.9
user_012387,mood,5.8,62.9,38.6
user_012387,community,62.8,38.6,52.9
user_012387,music,45.4,52.9,52.1
user_012387,meditation,24.9,52.1,47.6
user_012387,music,68.3,47.6,55.9
user_012387,community,63.5,55.9,62.1
user_012387,journal,4.6,62.1,44.6
user_012388,mood,56.1,0.0,56.3
user_012388,mood,43.9,56.3,54.3
user_012388,journal,88.8,54.3,64.8
user_012388,journal,46.3,64.8,64.1
user_012389,journal,47.8,0.0,50.3
user_012389,journal,13.7,50.3,39.6
user_012389,mood,59.1,39.6,46.2
user_012389,mood,5.7,46.2,33.8
user_012389,meditation,69.2,33.8,51.4
user_012390,journal,61.9,0.0,59.7
user_012390,meditation,76.0,59.7,71.8
user_012390,music,84.8,71.8,78.7
user_012390,mood,45.0,78.7,63.8
user_012391,music,43.8,0.0,46.4
user_012391,community,88.1,46.4,66.0
user_012391,meditation,98.0,66.0,79.5
user_012391,journal,94.0,79.5,92.3
user_012391,meditation,38.9,92.3,72.6
user_012391,mood,34.1,72.6,52.1
user_012392,meditation,39.0,0.0,39.9
user_012392,mood,57.7,39.9,50.4
user_012392,music,10.7,50.4,35.7
user_012392,community,41.8,35.7,36.6
user_012392,journal,93.5,36.6,66.7
user_012393,journal,70.1,0.0,71.6
user_012393,music,51.8,71.6,69.4
user_012393,music,33.0,69.4,55.9
user_012393,community,10.1,55.9,37.1
user_012394,music,98.7,0.0,100.0
user_012394,journal,58.5,100.0,85.4
user_012394,mood,80.2,85.4,85.2
user_012394,community,86.6,85.2,84.0
user_012395,community,70.9,0.0,69.8
user_012395,mood,86.9,69.8,76.0
user_012395,music,75.7,76.0,78.7
user_012395,meditation,62.9,78.7,72.6
user_012395,music,67.0,72.6,70.3
user_012395,meditation,61.5,70.3,73.0
user_012395,music,91.8,73.0,84.0
user_012395,music,58.7,84.0,75.9
user_012395,music,81.9,75.9,81.0
user_012396,mood,85.9,0.0,83.2
user_012396,community,46.1,83.2,70.1
user_012396,music,23.3,70.1,51.0
user_012396,meditation,53.9,51.0,58.5
user_012396,community,23.5,58.5,45.6
user_012396,mood,26.2,45.6,43.5
user_012396,community,65.6,43.5,56.6
user_012397,meditation,98.1,0.0,99.3
user_012397,journal,45.3,99.3,85.0
user_012397,meditation,60.3,85.0,76.0
user_012397,community,38.1,76.0,66.6
user_012397,mood,38.9,66.6,50.2
user_012397,mood,62.0,50.2,52.6
user_012397,mood,95.6,52.6,73.6
user_012397,mood,72.8,73.6,71.6
user_012398,meditation,90.0,0.0,89.7
user_012398,music,84.1,89.7,90.3
user_012398,community,97.6,90.3,90.8
user_012398,community,84.2,90.8,87.4
user_012398,mood,22.2,87.4,62.5
user_012398,journal,93.1,62.5,78.4
user_012399,meditation,3.9,0.0,4.4
user_012399,music,45.2,4.4,22.4
user_012399,music,74.5,22.4,46.3
user_012399,music,52.1,46.3,51.5
user_012399,journal,93.1,51.5,72.3
user_012399,meditation,77.5,72.3,73.3
user_012399,journal,69.9,73.3,77.0
user_012399,community,49.4,77.0,64.2
user_012399,music,35.9,64.2,50.0
user_012400,meditation,23.3,0.0,24.9
user_012400,journal,85.9,24.9,47.1
user_012400,mood,4.7,47.1,34.4
user_012400,meditation,31.3,34.4,38.8
user_012400,journal,93.7,38.8,60.8
user_012400,music,25.2,60.8,46.8
user_012400,mood,55.2,46.8,50.9
user_012401,mood,96.9,0.0,96.3
user_012401,community,7.5,96.3,64.7
user_012401,music,53.8,64.7,61.2
user_012401,journal,99.8,61.2,85.6
user_012401,journal,39.3,85.6,67.3
user_012401,meditation,84.7,67.3,77.0
user_012401,music,36.3,77.0,63.4
user_012402,music,66.0,0.0,66.3
user_012402,journal,75.5,66.3,74.6
user_012402,mood,97.7,74.6,86.5
user_012402,meditation,56.9,86.5,73.8
user_012402,mood,88.2,73.8,80.3
user_012402,community,73.9,80.3,82.3
user_012403,journal,66.9,0.0,67.9
user_012403,music,95.7,67.9,80.8
user_012403,community,71.8,80.8,79.3
user_012403,music,76.6,79.3,76.0
user_012403,mood,56.8,76.0,66.9
user_012403,meditation,1.3,66.9,47.2
user_012404,community,63.4,0.0,61.8
user_012404,mood,93.3,61.8,79.0
user_012404,mood,74.0,79.0,78.9
user_012404,mood,92.5,78.9,86.9
user_012404,mood,41.1,86.9,62.7
user_012405,mood,59.1,0.0,59.3
user_012405,community,86.3,59.3,71.7
user_012405,meditation,41.6,71.7,62.0
user_012405,meditation,45.3,62.0,61.4
user_012405,community,36.3,61.4,52.7
user_012406,meditation,73.3,0.0,74.6
user_012406,music,73.6,74.6,75.1
user_012406,mood,86.7,75.1,83.3
user_012406,music,51.1,83.3,71.5
user_012406,meditation,37.4,71.5,57.9
user_012406,journal,62.5,57.9,68.5
user_012407,meditation,39.8,0.0,38.1
user_012407,music,31.1,38.1,34.2
user_012407,community,62.7,34.2,45.6
user_012407,journal,71.6,45.6,60.1
user_012407,journal,50.5,60.1,61.8
user_012407,meditation,86.0,61.8,75.7
user_012407,mood,43.2,75.7,65.7
user_012408,music,69.4,0.0,73.2
user_012408,mood,12.0,73.2,52.6
user_012408,community,94.2,52.6,73.3
user_012408,music,41.2,73.3,62.1
user_012408,journal,84.5,62.1,77.5
user_012408,journal,67.7,77.5,73.9
user_012409,music,74.6,0.0,74.4
user_012409,community,53.4,74.4,66.8
user_012409,mood,83.6,66.8,72.3
user_012409,journal,98.7,72.3,80.4
user_012409,community,63.1,80.4,73.6
user_012409,music,56.2,73.6,68.8
user_012409,journal,49.0,68.8,68.6
user_012409,community,77.1,68.6,77.1
user_012410,meditation,50.1,0.0,51.9
user_012410,journal,76.2,51.9,62.9
user_012410,journal,40.0,62.9,55.1
user_012410,community,92.4,55.1,75.0
user_012411,meditation,92.0,0.0,89.1
user_012411,music,24.6,89.1,65.2
user_012411,journal,35.0,65.2,55.0
user_012411,journal,90.7,55.0,69.4
user_012411,journal,92.2,69.4,77.7
user_012411,community,6.3,77.7,56.6
user_012411,community,26.2,56.6,51.5
user_012412,music,75.3,0.0,79.8
user_012412,mood,82.9,79.8,79.3
user_012412,music,95.6,79.3,91.6
user_012412,journal,21.7,91.6,65.7
user_012412,community,95.0,65.7,80.5
user_012413,music,95.6,0.0,97.2
user_012413,journal,45.4,97.2,80.1
user_012413,journal,55.9,80.1,73.5
user_012413,meditation,83.8,73.5,80.4
user_012413,meditation,30.2,80.4,58.1
user_012413,journal,43.0,58.1,54.9
user_012413,meditation,71.0,54.9,65.7
user_012414,mood,93.3,0.0,95.3
user_012414,music,5.3,95.3,58.9
user_012414,music,88.5,58.9,75.9
user_012414,mood,32.8,75.9,63.5
user_012414,meditation,32.0,63.5,57.3
user_012415,journal,99.8,0.0,100.0
user_012415,journal,81.9,100.0,97.6
user_012415,journal,69.6,97.6,94.4
user_012415,community,57.8,94.4,85.6
user_012415,community,75.5,85.6,87.2
user_012415,journal,7.2,87.2,58.1
user_012415,journal,46.3,58.1,60.7
user_012415,community,96.6,60.7,74.4
user_012416,meditation,29.0,0.0,26.3
user_012416,community,89.9,26.3,56.5
user_012416,meditation,29.1,56.5,49.5
user_012416,journal,93.3,49.5,69.5
user_012417,music,95.1,0.0,93.9
user_012417,music,75.5,93.9,88.7
user_012417,music,60.2,88.7,77.9
user_012417,journal,77.6,77.9,83.1
user_012417,meditation,88.8,83.1,88.7
user_012417,meditation,40.1,88.7,72.9
user_012417,journal,56.2,72.9,66.1
user_012417,journal,65.3,66.1,66.5
user_012418,journal,64.6,0.0,63.2
user_012418,mood,92.5,63.2,74.9
user_012418,meditation,82.7,74.9,78.3
user_012418,community,51.0,78.3,72.9
user_012418,meditation,84.8,72.9,82.4
user_012418,journal,34.6,82.4,69.4
user_012418,community,82.6,69.4,77.1
user_012419,journal,53.3,0.0,56.1
user_012419,meditation,61.3,56.1,62.9
user_012419,community,76.0,62.9,71.5
user_012419,journal,93.7,71.5,84.7
user_012420,music,38.9,0.0,39.4
user_012420,mood,2.9,39.4,24.7
user_012420,music,47.4,24.7,37.9
user_012420,mood,90.5,37.9,54.2
user_012420,mood,45.0,54.2,47.6
user_012421,music,52.8,0.0,50.3
user_012421,mood,46.2,50.3,50.8
user_012421,community,38.2,50.8,49.4
user_012421,music,42.4,49.4,50.9
user_012421,mood,56.6,50.9,51.9
user_012422,music,95.6,0.0,91.9
user_012422,meditation,81.0,91.9,88.6
user_012422,journal,98.3,88.6,92.5
user_012422,community,34.1,92.5,70.0
user_012422,community,4.6,70.0,44.6
user_012423,meditation,92.2,0.0,88.8
user_012423,music,8.3,88.8,56.3
user_012423,music,82.4,56.3,70.9
user_012423,journal,5.7,70.9,47.2
user_012423,journal,24.7,47.2,38.0
user_012423,mood,90.7,38.0,63.7
user_012423,journal,82.8,63.7,74.8
user_012423,music,2.6,74.8,44.9
user_012424,journal,15.9,0.0,17.4
user_012424,meditation,34.8,17.4,26.6
user_012424,journal,6.8,26.6,19.6
user_012424,meditation,20.5,19.6,19.9
user_012424,journal,72.3,19.9,49.0
user_012424,meditation,14.3,49.0,36.9
user_012424,mood,41.6,36.9,39.8
user_012425,music,5.7,0.0,5.2
user_012425,mood,91.8,5.2,39.7
user_012425,music,63.4,39.7,51.4
user_012425,community,31.8,51.4,48.7
user_012425,mood,25.6,48.7,39.9
user_012425,meditation,7.4,39.9,33.3
user_012426,community,96.7,0.0,95.8
user_012426,community,79.3,95.8,93.0
user_012426,community,25.2,93.0,65.0
user_012426,journal,38.7,65.0,51.8
user_012426,music,91.4,51.8,72.7
user_012426,mood,47.1,72.7,61.5
user_012426,mood,64.4,61.5,57.9
user_012426,journal,60.0,57.9,61.5
user_012426,music,64.0,61.5,64.6
user_012427,mood,28.3,0.0,25.4
user_012427,meditation,35.8,25.4,38.1
user_012427,music,53.4,38.1,54.2
user_012427,community,67.5,54.2,64.9
user_012427,community,78.0,64.9,72.0
user_012427,journal,55.8,72.0,66.9
user_012427,journal,29.5,66.9,55.4
user_012428,meditation,86.5,0.0,83.7
user_012428,community,2.8,83.7,55.1
user_012428,meditation,62.1,55.1,61.2
user_012428,music,77.8,61.2,76.1
user_012428,music,76.2,76.1,78.8
user_012428,meditation,75.3,78.8,83.3
user_012429,music,41.7,0.0,41.8
user_012429,meditation,50.0,41.8,49.7
user_012429,community,3.8,49.7,34.3
user_012429,meditation,67.3,34.3,52.9
user_012429,music,73.8,52.9,62.1
user_012429,journal,98.1,62.1,79.2
user_012429,mood,95.9,79.2,84.9
user_012429,journal,44.7,84.9,70.3
user_012429,meditation,39.5,70.3,63.1
user_012430,meditation,41.0,0.0,41.0
user_012430,meditation,62.1,41.0,50.0
user_012430,journal,48.0,50.0,52.5
user_012430,meditation,2.7,52.5,37.5
user_012430,journal,70.0,37.5,49.4
user_012431,meditation,66.3,0.0,68.7
user_012431,meditation,91.8,68.7,80.6
user_012431,music,57.0,80.6,77.8
user_012431,meditation,76.1,77.8,80.3
user_012431,community,57.4,80.3,74.9
user_012431,mood,73.0,74.9,73.6
user_012431,community,71.4,73.6,80.4
user_012432,music,49.6,0.0,49.8
user_012432,mood,45.0,49.8,48.3
user_012432,community,96.5,48.3,71.1
user_012432,mood,49.6,71.1,65.7
user_012432,mood,47.5,65.7,55.8
user_012433,music,75.3,0.0,75.8
user_012433,mood,64.5,75.8,72.1
user_012433,community,31.3,72.1,56.8
user_012433,meditation,59.4,56.8,63.4
user_012433,meditation,82.9,63.4,70.9
user_012433,music,40.2,70.9,58.4
user_012433,meditation,52.3,58.4,62.4
user_012433,journal,62.5,62.4,65.4
user_012434,mood,76.5,0.0,75.8
user_012434,music,2.8,75.8,48.7
user_012434,mood,63.0,48.7,56.5
user_012434,mood,85.8,56.5,70.8
user_012434,meditation,30.2,70.8,57.4
user_012435,journal,1.4,0.0,1.8
user_012435,music,77.8,1.8,25.9
user_012435,meditation,48.0,25.9,32.7
user_012435,meditation,54.4,32.7,41.6
user_012435,meditation,81.2,41.6,63.6
user_012435,journal,80.9,63.6,76.6
user_012435,community,21.6,76.6,58.1
user_012436,meditation,78.9,0.0,79.3
user_012436,journal,80.6,79.3,78.1
user_012436,music,18.6,78.1,60.8
user_012436,community,94.0,60.8,74.5
user_012436,community,23.6,74.5,52.4
user_012437,journal,48.4,0.0,49.1
user_012437,journal,32.9,49.1,48.6
user_012437,music,73.6,48.6,59.9
user_012437,journal,26.0,59.9,50.7
user_012437,mood,47.7,50.7,49.3
user_012438,mood,0.5,0.0,1.3
user_012438,mood,82.0,1.3,34.7
user_012438,music,67.0,34.7,46.6
user_012438,meditation,98.2,46.6,71.0
user_012439,music,71.7,0.0,72.0
user_012439,mood,74.0,72.0,72.9
user_012439,meditation,97.5,72.9,89.5
user_012439,music,32.8,89.5,67.5
user_012440,community,69.1,0.0,67.4
user_012440,community,47.9,67.4,60.9
user_012440,mood,68.6,60.9,66.5
user_012440,music,90.6,66.5,76.6
user_012440,meditation,70.2,76.6,75.2
user_012440,meditation,9.9,75.2,53.9
user_012440,mood,20.1,53.9,41.7
user_012440,meditation,45.4,41.7,49.4
user_012440,meditation,78.0,49.4,63.4
user_012441,meditation,3.5,0.0,3.4
user_012441,music,40.4,3.4,25.1
user_012441,mood,42.0,25.1,36.3
user_012441,meditation,84.4,36.3,59.4
user_012441,music,98.4,59.4,71.6
user_012441,meditation,50.6,71.6,68.7
user_012442,music,90.1,0.0,86.8
user_012442,mood,55.9,86.8,70.4
user_012442,journal,79.7,70.4,77.5
user_012442,journal,90.0,77.5,86.8
user_012443,community,58.7,0.0,55.1
user_012443,meditation,42.7,55.1,53.1
user_012443,meditation,51.4,53.1,54.1
user_012443,journal,48.1,54.1,55.5
user_012443,community,8.2,55.5,40.2
user_012443,journal,92.7,40.2,65.3
user_012443,community,25.9,65.3,50.1
