user_id,activity_type,activity_energy_level,current_energy_level,predicted_score
user_00098,community,80.0,44.1,50.7
user_00099,meditation,65.6,62.0,56.7
user_00099,mood,46.0,56.7,50.1
user_00099,journal,75.2,50.1,50.0
user_00099,mood,51.7,50.0,49.0
user_00100,mood,61.8,46.3,48.9
user_00100,community,66.7,48.9,61.9
user_00100,community,66.4,61.9,61.9
user_00100,journal,57.8,61.9,49.7
user_00100,mood,58.2,49.7,40.5
user_00100,meditation,77.1,40.5,59.7
user_00100,mood,56.8,59.7,64.5
user_00100,mood,50.1,64.5,65.6
user_00100,journal,73.7,65.6,70.6
user_00100,journal,66.0,70.6,73.2
user_00100,mood,51.1,73.2,84.5
user_00101,mood,44.5,28.0,17.8
user_00101,community,67.3,17.8,31.3
user_00101,mood,36.2,31.3,33.1
user_00102,meditation,77.0,71.7,79.8
user_00102,music,80.5,79.8,80.7
user_00102,journal,71.5,80.7,77.7
user_00102,meditation,76.9,77.7,84.7
user_00102,meditation,85.9,84.7,84.9
user_00102,mood,51.4,84.9,77.7
user_00102,meditation,68.1,77.7,71.0
user_00103,music,85.7,79.8,88.3
user_00103,meditation,66.2,88.3,76.4
user_00103,meditation,83.4,76.4,70.4
user_00104,mood,77.8,68.9,71.8
user_00104,meditation,76.8,71.8,70.0
user_00104,journal,59.2,70.0,62.3
user_00104,music,67.9,62.3,69.7
user_00104,mood,54.2,69.7,59.5
user_00104,meditation,72.9,59.5,57.8
user_00105,music,69.8,46.5,53.6
user_00105,community,55.1,53.6,55.2
user_00105,mood,74.4,55.2,62.7
user_00105,journal,90.6,62.7,63.3
user_00105,journal,50.7,63.3,64.3
user_00105,meditation,72.6,64.3,56.8
user_00105,meditation,87.8,56.8,68.0
user_00106,meditation,79.5,22.6,44.4
user_00106,music,43.0,44.4,49.0
user_00106,meditation,85.8,49.0,63.2
user_00106,journal,52.8,63.2,68.6
user_00106,journal,35.5,68.6,68.0
user_00106,journal,63.4,68.0,65.3
user_00106,journal,55.5,65.3,66.9
user_00106,journal,60.4,66.9,56.1
user_00106,mood,76.8,56.1,58.8
user_00106,community,38.7,58.8,57.4
user_00106,journal,47.9,57.4,50.5
user_00107,mood,45.3,26.4,32.6
user_00107,music,59.7,32.6,46.7
user_00107,community,76.8,46.7,48.8
user_00107,music,82.2,48.8,61.2
user_00108,meditation,96.3,40.4,54.1
user_00108,meditation,64.4,54.1,60.2
user_00108,mood,51.7,60.2,53.8
user_00108,mood,44.3,53.8,51.5
user_00108,meditation,94.8,51.5,73.5
user_00108,mood,51.1,73.5,70.8
user_00108,meditation,88.9,70.8,86.9
user_00108,mood,57.5,86.9,76.6
user_00108,mood,60.5,76.6,73.1
user_00108,journal,48.8,73.1,78.2
user_00108,community,75.9,78.2,89.5
user_00109,journal,46.1,71.7,70.9
user_00109,mood,52.1,70.9,72.1
user_00109,mood,64.0,72.1,72.3
user_00109,journal,66.0,72.3,81.4
user_00109,journal,61.2,81.4,79.4
user_00110,community,70.3,51.5,55.8
user_00110,meditation,67.0,55.8,65.2
user_00110,meditation,81.5,65.2,76.9
user_00110,meditation,87.1,76.9,76.3
user_00110,meditation,67.8,76.3,66.3
user_00110,community,63.0,66.3,63.6
user_00110,journal,46.7,63.6,72.2
user_00110,mood,53.6,72.2,66.7
user_00111,meditation,84.3,61.3,64.5
user_00111,meditation,77.6,64.5,72.7
user_00111,mood,53.9,72.7,74.8
user_00111,meditation,65.8,74.8,72.2
user_00111,music,80.6,72.2,68.9
user_00111,music,66.0,68.9,64.7
user_00111,meditation,92.7,64.7,76.2
user_00111,music,70.1,76.2,69.1
user_00112,meditation,67.2,74.4,66.4
user_00112,community,64.1,66.4,66.9
user_00112,community,87.8,66.9,72.9
user_00112,meditation,61.1,72.9,65.9
user_00112,meditation,83.2,65.9,65.4
user_00112,meditation,80.7,65.4,69.9
user_00113,mood,54.5,70.9,62.0
user_00113,community,48.6,62.0,54.7
user_00113,journal,44.4,54.7,51.9
user_00113,journal,71.1,51.9,48.2
user_00113,community,67.0,48.2,54.8
user_00113,community,57.1,54.8,54.5
user_00113,mood,62.3,54.5,56.5
user_00113,mood,66.7,56.5,53.9
user_00113,community,54.6,53.9,54.0
user_00113,journal,48.7,54.0,51.3
user_00113,mood,67.8,51.3,50.3
user_00114,meditation,89.8,44.6,59.2
user_00114,mood,44.7,59.2,48.7
user_00114,music,67.2,48.7,45.2
user_00114,mood,56.5,45.2,49.4
user_00114,meditation,94.9,49.4,70.1
user_00114,community,62.7,70.1,73.4
user_00114,community,65.4,73.4,74.0
user_00115,meditation,61.4,63.9,56.2
user_00115,journal,74.6,56.2,63.0
user_00115,community,70.5,63.0,78.1
user_00115,journal,69.8,78.1,79.7
user_00115,mood,51.1,79.7,77.3
user_00115,mood,47.4,77.3,76.3
user_00116,meditation,79.4,70.3,76.1
user_00116,mood,60.5,76.1,74.6
user_00116,community,73.0,74.6,74.2
user_00116,journal,37.9,74.2,74.1
user_00116,meditation,78.8,74.1,69.1
user_00116,journal,56.5,69.1,62.1
user_00117,journal,74.7,36.0,48.1
user_00117,meditation,81.7,48.1,57.2
user_00117,mood,32.7,57.2,55.1
user_00117,mood,56.3,55.1,55.2
user_00117,meditation,84.7,55.2,56.3
user_00117,meditation,67.7,56.3,53.6
user_00117,music,61.3,53.6,57.9
user_00117,mood,60.7,57.9,56.7
user_00117,music,67.7,56.7,60.9
user_00117,music,69.6,60.9,58.8
user_00117,journal,64.7,58.8,59.2
user_00118,mood,69.2,65.3,65.0
user_00118,meditation,65.5,65.0,73.8
user_00118,community,42.4,73.8,73.4
user_00118,community,52.9,73.4,70.0
user_00118,mood,61.8,70.0,72.0
user_00118,journal,61.0,72.0,79.9
user_00118,mood,75.7,79.9,78.2
user_00118,meditation,62.3,78.2,76.7
user_00118,meditation,63.1,76.7,77.1
user_00118,community,63.4,77.1,78.7
user_00119,community,51.6,60.6,52.5
user_00119,meditation,52.9,52.5,59.6
user_00119,meditation,79.6,59.6,69.5
user_00119,music,75.1,69.5,73.0
user_00119,mood,60.7,73.0,78.0
user_00119,meditation,74.4,78.0,83.6
user_00119,music,77.4,83.6,84.3
user_00119,music,81.0,84.3,84.7
user_00120,community,86.1,55.8,67.5
user_00120,journal,47.0,67.5,67.5
user_00120,journal,79.5,67.5,70.3
user_00120,music,65.2,70.3,70.4
user_00120,journal,74.9,70.4,74.6
user_00120,journal,62.3,74.6,80.3
user_00120,meditation,66.2,80.3,72.9
user_00120,music,43.6,72.9,68.2
user_00121,community,64.7,34.5,30.7
user_00121,meditation,88.0,30.7,51.1
user_00121,mood,31.9,51.1,40.1
user_00121,community,56.2,40.1,52.6
user_00121,meditation,75.0,52.6,61.5
user_00121,meditation,77.0,61.5,62.2
user_00121,meditation,72.4,62.2,66.5
user_00121,mood,66.6,66.5,62.3
user_00121,journal,54.4,62.3,68.2
user_00122,meditation,65.4,46.7,58.9
user_00122,mood,32.9,58.9,55.2
user_00122,mood,54.1,55.2,49.4
user_00122,mood,46.3,49.4,52.1
user_00122,mood,54.7,52.1,52.6
user_00122,mood,58.8,52.6,56.7
user_00122,music,50.7,56.7,52.6
user_00122,music,67.2,52.6,43.1
user_00122,meditation,59.5,43.1,54.9
user_00123,mood,48.7,74.6,67.5
user_00123,mood,69.4,67.5,64.9
user_00123,mood,53.9,64.9,55.4
user_00123,community,60.6,55.4,57.7
user_00123,meditation,64.9,57.7,70.0
user_00123,community,66.8,70.0,64.5
user_00124,mood,51.2,63.0,64.4
user_00124,journal,66.7,64.4,68.1
user_00124,journal,63.3,68.1,75.7
user_00124,mood,65.0,75.7,70.5
user_00125,mood,52.0,27.5,35.7
user_00125,music,78.5,35.7,50.6
user_00125,meditation,75.9,50.6,56.6
user_00125,community,65.3,56.6,58.6
user_00125,mood,53.7,58.6,48.1
user_00125,mood,50.9,48.1,46.6
user_00125,mood,52.0,46.6,42.7
user_00125,music,62.5,42.7,47.9
user_00125,meditation,78.9,47.9,52.5
user_00125,community,41.1,52.5,56.2
user_00126,journal,65.1,76.9,70.1
user_00126,journal,52.9,70.1,63.4
user_00126,journal,67.2,63.4,61.2
user_00126,journal,64.0,61.2,55.4
user_00126,journal,77.8,55.4,51.7
user_00126,meditation,49.6,51.7,45.4
user_00127,mood,65.9,54.4,45.5
user_00127,journal,82.9,45.5,59.7
user_00127,meditation,70.6,59.7,69.3
user_00128,music,63.8,23.9,25.0
user_00128,mood,56.8,25.0,22.0
user_00128,meditation,58.3,22.0,33.6
user_00129,mood,71.6,52.0,45.2
user_00129,mood,50.5,45.2,48.9
user_00129,mood,50.5,48.9,55.5
user_00129,meditation,72.0,55.5,59.3
user_00129,meditation,85.5,59.3,61.9
user_00130,meditation,88.4,65.7,67.0
user_00130,meditation,79.0,67.0,64.9
user_00130,music,77.1,64.9,64.1
user_00130,meditation,78.4,64.1,75.6
user_00130,mood,66.9,75.6,71.1
user_00130,meditation,55.6,71.1,69.7
user_00130,journal,57.0,69.7,59.3
user_00131,mood,75.8,35.5,35.9
user_00131,mood,69.1,35.9,41.3
user_00131,mood,40.6,41.3,45.0
user_00131,meditation,67.3,45.0,51.6
user_00131,journal,68.1,51.6,49.7
user_00132,mood,47.8,59.1,58.5
user_00132,journal,73.8,58.5,46.7
user_00132,journal,75.3,46.7,48.4
user_00132,journal,79.8,48.4,51.6
user_00132,meditation,84.8,51.6,65.8
user_00132,community,49.9,65.8,64.3
user_00132,community,55.3,64.3,56.5
user_00132,meditation,59.4,56.5,57.6
user_00132,community,58.3,57.6,62.4
user_00133,mood,45.0,78.2,73.9
user_00133,journal,67.2,73.9,75.6
user_00133,mood,80.6,75.6,78.6
user_00133,community,56.0,78.6,81.0
user_00134,mood,74.0,23.4,25.6
user_00134,community,31.6,25.6,22.3
user_00134,mood,52.7,22.3,23.4
user_00134,meditation,88.1,23.4,45.5
user_00134,mood,57.4,45.5,46.8
user_00134,mood,44.7,46.8,44.5
user_00135,music,64.9,71.9,66.1
user_00135,mood,77.0,66.1,72.0
user_00135,journal,44.1,72.0,63.7
user_00135,mood,60.7,63.7,59.9
user_00135,music,66.3,59.9,60.3
user_00135,mood,40.1,60.3,63.2
user_00135,community,46.7,63.2,63.3
user_00135,music,70.1,63.3,65.3
user_00136,meditation,79.5,67.5,69.6
user_00136,music,68.2,69.6,68.9
user_00136,community,47.5,68.9,67.9
user_00136,mood,64.5,67.9,67.4
user_00136,mood,43.6,67.4,68.1
user_00136,journal,84.6,68.1,61.3
user_00136,mood,24.3,61.3,55.3
user_00137,mood,46.7,67.4,61.7
user_00137,music,65.2,61.7,55.5
user_00137,mood,63.1,55.5,57.3
user_00137,mood,65.4,57.3,57.6
user_00137,music,61.5,57.6,65.6
user_00137,meditation,88.3,65.6,71.6
user_00137,meditation,59.2,71.6,62.4
user_00137,meditation,76.3,62.4,70.8
user_00137,meditation,72.7,70.8,76.3
user_00137,mood,39.6,76.3,66.7
user_00137,mood,52.7,66.7,71.5
user_00138,mood,53.8,43.5,54.6
user_00138,mood,64.8,54.6,69.4
user_00138,music,69.5,69.4,72.0
user_00138,meditation,63.8,72.0,70.2
user_00138,meditation,71.6,70.2,68.1
user_00138,community,63.4,68.1,75.0
user_00138,music,64.5,75.0,68.8
user_00139,journal,63.8,55.5,59.1
user_00139,music,80.5,59.1,57.4
user_00139,meditation,100.0,57.4,70.5
user_00139,journal,41.9,70.5,63.4
user_00140,community,52.4,21.2,32.6
user_00140,community,81.4,32.6,42.3
user_00140,journal,60.7,42.3,47.0
user_00140,music,91.7,47.0,49.4
user_00140,mood,56.3,49.4,51.2
user_00140,meditation,58.2,51.2,48.8
user_00140,meditation,98.2,48.8,67.5
user_00140,mood,79.5,67.5,73.4
user_00140,mood,41.9,73.4,64.0
user_00140,mood,58.5,64.0,61.9
user_00140,journal,54.7,61.9,50.2
user_00141,mood,40.9,61.3,52.8
user_00141,community,57.0,52.8,53.3
user_00141,music,70.6,53.3,66.6
user_00142,journal,66.9,28.4,35.7
user_00142,community,60.8,35.7,39.8
user_00142,mood,44.3,39.8,31.7
user_00142,mood,52.0,31.7,28.8
user_00142,meditation,59.3,28.8,39.9
user_00142,meditation,64.5,39.9,49.3
user_00142,meditation,66.3,49.3,57.8
user_00142,meditation,78.7,57.8,68.2
user_00142,meditation,80.3,68.2,65.2
user_00142,community,70.8,65.2,66.5
user_00142,journal,67.5,66.5,59.3
user_00143,meditation,73.3,22.1,36.6
user_00143,mood,64.7,36.6,41.1
user_00143,journal,69.4,41.1,38.2
user_00143,community,50.2,38.2,47.3
user_00143,journal,66.4,47.3,44.9
user_00144,mood,64.8,78.1,82.4
user_00144,mood,56.9,82.4,72.5
user_00144,mood,53.4,72.5,70.4
user_00144,journal,53.7,70.4,63.8
user_00144,meditation,82.2,63.8,71.4
user_00145,community,58.7,62.9,60.3
user_00145,mood,50.7,60.3,59.3
user_00145,meditation,73.1,59.3,66.8
user_00145,music,75.9,66.8,68.3
user_00145,mood,38.9,68.3,60.5
user_00145,journal,64.3,60.5,53.1
user_00146,mood,53.9,31.3,37.5
user_00146,meditation,76.2,37.5,49.2
user_00146,music,63.6,49.2,51.1
user_00146,mood,55.2,51.1,51.8
user_00147,mood,65.7,45.0,47.5
user_00147,community,39.6,47.5,44.7
user_00147,community,75.9,44.7,47.5
user_00147,mood,69.3,47.5,52.3
user_00147,community,70.2,52.3,60.1
user_00147,music,90.7,60.1,69.0
user_00147,meditation,64.5,69.0,71.4
user_00147,journal,54.0,71.4,64.5
user_00147,journal,80.8,64.5,61.4
user_00148,meditation,79.8,58.8,66.0
user_00148,journal,63.5,66.0,64.5
user_00148,meditation,100.0,64.5,73.3
user_00148,mood,59.4,73.3,71.3
user_00148,mood,53.4,71.3,67.5
user_00149,journal,48.6,78.2,74.6
user_00149,meditation,78.1,74.6,80.9
user_00149,mood,55.7,80.9,79.4
user_00149,mood,43.2,79.4,72.1
user_00149,community,64.9,72.1,58.3
user_00149,community,57.8,58.3,58.7
user_00149,mood,61.2,58.7,54.2
user_00150,mood,51.1,57.0,54.2
user_00150,meditation,75.2,54.2,67.4
user_00150,journal,86.3,67.4,71.8
user_00150,mood,51.8,71.8,70.2
user_00150,meditation,77.4,70.2,79.1
user_00150,meditation,92.9,79.1,86.9
user_00151,community,65.0,41.5,46.4
user_00151,mood,42.8,46.4,41.3
user_00151,meditation,72.3,41.3,53.1
user_00151,mood,51.0,53.1,61.1
user_00151,meditation,68.7,61.1,60.2
user_00151,meditation,77.5,60.2,58.7
user_00151,mood,63.2,58.7,68.6
user_00152,community,62.3,68.6,68.6
user_00152,mood,47.7,68.6,62.4
user_00152,meditation,78.7,62.4,67.6
user_00152,journal,43.7,67.6,66.4
user_00152,mood,70.5,66.4,58.5
user_00152,music,48.5,58.5,53.4
user_00152,mood,42.7,53.4,42.6
user_00152,meditation,69.8,42.6,56.8
user_00152,mood,55.6,56.8,54.4
user_00152,journal,54.9,54.4,49.9
user_00152,mood,55.3,49.9,46.4
user_00153,meditation,69.0,24.4,37.8
user_00153,journal,65.0,37.8,43.4
user_00153,mood,49.6,43.4,47.4
user_00153,community,70.5,47.4,40.8
user_00154,meditation,93.0,67.1,72.2
user_00154,meditation,74.1,72.2,76.6
user_00154,journal,54.7,76.6,80.2
user_00154,mood,54.7,80.2,77.6
user_00154,music,38.7,77.6,63.4
user_00155,meditation,68.9,36.1,56.2
user_00155,meditation,59.8,56.2,57.5
user_00155,music,67.0,57.5,63.9
user_00155,community,63.1,63.9,52.9
user_00156,mood,52.2,34.0,30.9
user_00156,community,67.0,30.9,29.3
user_00156,mood,55.2,29.3,37.1
user_00156,meditation,64.6,37.1,50.6
user_00157,mood,72.8,35.4,39.1
user_00157,meditation,95.0,39.1,57.5
user_00157,music,61.3,57.5,49.5
user_00157,journal,72.3,49.5,55.2
user_00157,journal,79.4,55.2,58.5
user_00158,journal,60.0,46.8,41.6
user_00158,community,51.2,41.6,40.0
user_00158,meditation,68.7,40.0,45.8
user_00158,journal,59.7,45.8,52.7
user_00158,music,84.3,52.7,62.3
user_00159,journal,70.2,40.3,42.8
user_00159,music,56.3,42.8,35.8
user_00159,journal,47.6,35.8,26.4
user_00160,music,72.4,34.1,46.3
user_00160,community,58.9,46.3,47.2
user_00160,meditation,62.5,47.2,53.5
user_00160,meditation,74.6,53.5,66.8
user_00160,community,64.2,66.8,65.4
user_00160,mood,59.2,65.4,63.1
user_00160,mood,59.4,63.1,63.1
user_00161,mood,63.4,48.5,49.6
user_00161,journal,43.8,49.6,52.2
user_00161,community,73.6,52.2,52.8
user_00161,mood,58.6,52.8,47.8
user_00161,meditation,97.5,47.8,71.6
user_00161,meditation,95.7,71.6,79.9
user_00161,mood,49.7,79.9,82.1
user_00161,journal,66.9,82.1,84.2
user_00161,mood,37.5,84.2,76.5
user_00161,mood,54.1,76.5,74.8
user_00161,mood,42.8,74.8,71.5
user_00162,meditation,82.0,69.1,78.3
user_00162,mood,64.0,78.3,73.6
user_00162,mood,35.4,73.6,69.8
user_00162,mood,60.7,69.8,70.1
user_00162,journal,68.7,70.1,72.5
user_00163,mood,55.9,36.4,50.1
user_00163,meditation,99.5,50.1,53.0
user_00163,mood,46.3,53.0,48.2
user_00163,meditation,77.5,48.2,58.2
user_00163,music,58.6,58.2,65.5
user_00163,journal,32.7,65.5,60.4
user_00163,community,73.9,60.4,67.9
user_00163,meditation,54.5,67.9,57.3
user_00163,journal,69.6,57.3,61.5
user_00164,community,69.8,54.0,57.7
user_00164,meditation,78.7,57.7,63.5
user_00164,mood,59.2,63.5,57.3
user_00164,journal,77.7,57.3,60.8
user_00164,music,56.6,60.8,54.6
user_00164,journal,51.6,54.6,59.0
user_00164,mood,45.0,59.0,52.7
user_00164,meditation,76.2,52.7,63.0
user_00164,mood,44.8,63.0,63.1
user_00164,meditation,95.3,63.1,76.2
user_00165,journal,33.2,77.8,64.8
user_00165,community,88.5,64.8,70.9
user_00165,meditation,59.3,70.9,60.9
user_00165,mood,51.2,60.9,55.9
user_00165,meditation,61.0,55.9,60.4
user_00165,community,65.0,60.4,58.8
user_00165,community,60.0,58.8,55.2
user_00165,journal,44.7,55.2,58.0
user_00165,community,65.4,58.0,68.2
user_00165,mood,49.6,68.2,60.1
user_00165,meditation,63.9,60.1,69.8
user_00166,mood,51.2,53.5,49.7
user_00166,journal,54.9,49.7,50.9
user_00166,meditation,71.4,50.9,61.2
user_00166,mood,45.9,61.2,61.5
user_00167,mood,58.8,63.1,64.9
user_00167,journal,43.8,64.9,65.2
user_00167,mood,62.4,65.2,62.7
user_00167,meditation,72.9,62.7,64.5
user_00168,journal,80.7,47.1,50.4
user_00168,music,61.5,50.4,57.0
user_00168,community,75.5,57.0,60.0
user_00168,mood,59.4,60.0,64.6
user_00168,community,63.6,64.6,66.9
user_00168,journal,45.2,66.9,65.9
user_00168,meditation,76.0,65.9,68.3
user_00168,mood,62.6,68.3,71.8
user_00168,meditation,78.5,71.8,72.4
user_00168,community,65.0,72.4,78.0
user_00168,mood,36.5,78.0,65.6
user_00169,music,53.1,49.6,52.0
user_00169,mood,68.3,52.0,51.9
user_00169,mood,47.4,51.9,54.8
user_00169,community,52.8,54.8,59.4
user_00169,meditation,87.7,59.4,60.0
user_00169,music,43.0,60.0,63.1
user_00169,meditation,81.2,63.1,64.5
user_00169,meditation,75.5,64.5,73.2
user_00169,music,78.8,73.2,60.2
user_00170,mood,48.4,30.9,28.8
user_00170,community,46.3,28.8,36.8
user_00170,music,79.6,36.8,39.3
user_00170,community,71.3,39.3,47.4
user_00170,mood,54.7,47.4,47.5
user_00170,mood,62.5,47.5,51.0
user_00170,meditation,52.7,51.0,58.2
user_00170,mood,59.3,58.2,55.2
user_00170,music,58.7,55.2,54.1
user_00171,mood,58.1,69.8,64.2
user_00171,meditation,87.1,64.2,66.5
user_00171,meditation,56.5,66.5,51.9
user_00171,mood,52.1,51.9,49.0
user_00171,mood,37.1,49.0,39.8
user_00171,music,88.5,39.8,51.8
user_00171,mood,63.0,51.8,59.7
user_00172,community,62.5,64.1,57.1
user_00172,mood,28.5,57.1,54.7
user_00172,community,59.9,54.7,55.0
user_00172,journal,47.7,55.0,54.5
user_00172,community,63.0,54.5,46.1
user_00172,journal,70.8,46.1,55.9
user_00172,community,78.0,55.9,63.7
user_00172,community,66.7,63.7,61.9
user_00172,mood,63.9,61.9,59.4
user_00172,meditation,63.8,59.4,57.9
user_00173,community,55.2,48.7,49.3
user_00173,journal,53.9,49.3,50.1
user_00173,mood,47.6,50.1,50.2
user_00173,mood,45.4,50.2,48.6
user_00173,meditation,85.3,48.6,59.2
user_00173,journal,57.7,59.2,52.9
user_00173,community,55.5,52.9,57.6
user_00173,community,80.6,57.6,64.1
user_00174,mood,76.6,41.2,41.1
user_00174,mood,64.3,41.1,44.3
user_00174,meditation,95.9,44.3,61.9
user_00174,journal,74.3,61.9,62.2
user_00174,mood,51.2,62.2,59.6
user_00174,mood,75.6,59.6,63.2
user_00174,mood,66.7,63.2,59.2
user_00174,mood,64.9,59.2,50.1
user_00174,community,54.3,50.1,48.5
user_00175,journal,56.4,21.6,26.5
user_00175,meditation,100.0,26.5,45.5
user_00175,journal,69.3,45.5,45.9
user_00175,mood,34.8,45.9,42.6
user_00175,community,78.8,42.6,45.8
user_00175,journal,74.0,45.8,46.6
user_00175,mood,54.4,46.6,57.6
user_00175,mood,61.6,57.6,58.0
user_00175,meditation,86.3,58.0,63.0
user_00175,meditation,76.5,63.0,67.1
user_00176,community,82.4,47.1,50.8
user_00176,journal,72.5,50.8,48.5
user_00176,mood,77.3,48.5,46.8
user_00176,journal,60.9,46.8,43.2
user_00176,mood,45.4,43.2,39.5
user_00176,mood,58.3,39.5,44.0
user_00176,mood,42.1,44.0,47.4
user_00177,community,69.0,21.0,40.6
user_00177,mood,55.6,40.6,49.9
user_00177,journal,53.2,49.9,54.8
user_00178,mood,62.2,38.7,47.6
user_00178,mood,60.0,47.6,48.3
user_00178,community,46.7,48.3,47.0
user_00178,meditation,46.2,47.0,48.5
user_00178,mood,62.0,48.5,55.5
user_00179,journal,48.0,43.8,44.1
user_00179,mood,46.6,44.1,41.1
user_00179,community,78.0,41.1,42.4
user_00179,mood,58.6,42.4,39.9
user_00179,journal,55.1,39.9,37.1
user_00179,music,80.0,37.1,56.9
user_00179,meditation,77.5,56.9,72.1
user_00179,community,56.3,72.1,60.1
user_00180,journal,42.2,66.0,59.4
user_00180,journal,72.0,59.4,62.2
user_00180,meditation,78.8,62.2,67.7
user_00180,mood,36.6,67.7,58.0
user_00180,meditation,52.4,58.0,67.2
user_00181,mood,53.3,71.3,67.8
user_00181,mood,38.8,67.8,62.2
user_00181,meditation,77.6,62.2,59.3
user_00181,mood,44.4,59.3,57.0
user_00181,community,82.9,57.0,60.1
user_00181,community,76.9,60.1,60.4
user_00181,meditation,81.2,60.4,70.4
user_00182,meditation,78.1,29.5,39.3
user_00182,meditation,81.1,39.3,51.1
user_00182,mood,65.4,51.1,58.3
user_00183,journal,62.7,30.4,34.1
user_00183,music,47.6,34.1,33.8
user_00183,mood,68.9,33.8,32.4
user_00183,community,65.8,32.4,33.2
user_00183,mood,52.3,33.2,42.1
user_00183,meditation,65.4,42.1,45.9
user_00183,music,68.8,45.9,53.7
user_00183,meditation,70.0,53.7,61.0
user_00183,meditation,70.2,61.0,60.0
user_00184,meditation,74.7,65.2,74.8
user_00184,music,77.1,74.8,82.2
user_00184,music,71.3,82.2,81.3
user_00184,meditation,61.3,81.3,78.2
user_00184,mood,43.2,78.2,62.5
user_00184,journal,62.2,62.5,66.2
user_00184,mood,81.7,66.2,73.7
user_00184,mood,63.9,73.7,76.0
user_00184,meditation,65.2,76.0,72.5
user_00185,journal,71.1,30.6,45.9
user_00185,journal,62.6,45.9,43.4
user_00185,meditation,80.5,43.4,60.5
user_00185,meditation,55.1,60.5,50.9
user_00185,meditation,76.9,50.9,52.4
user_00185,mood,56.6,52.4,55.0
user_00185,meditation,71.0,55.0,56.3
user_00185,mood,69.2,56.3,60.6
user_00185,meditation,56.5,60.6,55.2
user_00185,mood,41.4,55.2,59.6
user_00186,journal,62.5,41.3,34.5
user_00186,community,57.7,34.5,45.5
user_00186,journal,57.3,45.5,44.1
user_00186,mood,38.5,44.1,42.4
user_00186,mood,50.5,42.4,51.4
user_00186,mood,50.0,51.4,46.5
user_00186,community,79.0,46.5,55.2
user_00186,community,53.8,55.2,58.1
user_00186,mood,56.5,58.1,56.8
user_00187,mood,46.1,22.7,31.8
user_00187,mood,40.1,31.8,31.4
user_00187,mood,47.7,31.4,33.6
user_00187,mood,33.8,33.6,39.6
user_00187,music,52.5,39.6,45.3
user_00187,mood,47.3,45.3,53.2
user_00187,mood,40.1,53.2,50.7
user_00187,journal,64.9,50.7,51.4
user_00187,journal,53.8,51.4,38.5
user_00188,mood,65.7,54.7,54.9
user_00188,journal,64.4,54.9,56.4
user_00188,community,67.2,56.4,55.3
user_00188,meditation,78.1,55.3,69.7
user_00188,community,89.5,69.7,60.5
user_00188,meditation,83.8,60.5,62.4
user_00188,journal,30.6,62.4,58.7
user_00188,community,59.9,58.7,55.0
user_00188,community,54.5,55.0,51.4
user_00188,mood,63.2,51.4,49.1
user_00188,mood,71.5,49.1,49.5
user_00189,mood,44.9,79.7,71.7
user_00189,meditation,59.8,71.7,76.7
user_00189,community,71.3,76.7,77.9
user_00189,journal,66.2,77.9,69.7
user_00189,mood,22.4,69.7,68.2
user_00189,mood,57.1,68.2,67.1
user_00189,mood,64.3,67.1,69.2
user_00189,meditation,100.0,69.2,85.6
user_00190,mood,42.9,75.4,71.5
user_00190,journal,75.5,71.5,73.2
user_00190,meditation,57.8,73.2,69.5
user_00190,meditation,93.6,69.5,74.5
user_00190,community,55.5,74.5,70.0
user_00190,community,28.9,70.0,71.5
user_00190,mood,58.4,71.5,72.6
user_00190,community,59.3,72.6,76.1
user_00190,mood,72.9,76.1,73.8
user_00190,journal,46.7,73.8,68.6
user_00190,community,62.8,68.6,69.2
user_00191,community,60.5,34.2,40.5
user_00191,mood,61.8,40.5,38.5
user_00191,mood,69.2,38.5,45.4
user_00191,mood,43.7,45.4,48.4
user_00191,meditation,64.2,48.4,55.4
user_00191,journal,54.5,55.4,54.6
user_00192,community,61.5,70.2,61.5
user_00192,music,62.8,61.5,58.8
user_00192,meditation,72.1,58.8,66.3
user_00192,meditation,68.8,66.3,65.1
user_00192,meditation,94.5,65.1,74.0
user_00192,meditation,78.3,74.0,72.7
user_00192,mood,45.9,72.7,67.5
user_00192,journal,54.9,67.5,70.6
user_00192,journal,56.3,70.6,75.6
user_00192,mood,68.7,75.6,68.5
user_00192,meditation,69.5,68.5,73.4
user_00193,community,50.6,70.7,61.5
user_00193,meditation,82.5,61.5,74.7
user_00193,mood,36.0,74.7,67.9
user_00193,community,60.5,67.9,70.8
user_00193,music,40.0,70.8,66.2
user_00193,mood,65.7,66.2,64.1
user_00193,journal,62.0,64.1,71.1
user_00193,music,71.3,71.1,79.3
user_00193,journal,55.3,79.3,70.2
user_00193,meditation,100.0,70.2,86.6
user_00193,journal,53.2,86.6,86.4
user_00194,journal,63.8,36.3,35.0
user_00194,community,67.0,35.0,40.2
user_00194,meditation,48.5,40.2,48.2
user_00194,journal,36.1,48.2,48.4
user_00195,mood,43.4,37.2,41.8
user_00195,mood,57.6,41.8,36.5
user_00195,mood,39.7,36.5,42.2
user_00195,mood,68.8,42.2,49.5
user_00195,mood,38.4,49.5,37.4
user_00195,meditation,67.0,37.4,41.2
user_00195,mood,67.8,41.2,35.6
user_00196,mood,68.9,31.1,38.3
user_00196,journal,67.2,38.3,38.3
user_00196,meditation,84.1,38.3,50.2
user_00196,journal,48.3,50.2,48.4
user_00197,meditation,78.3,74.3,83.7
user_00197,meditation,81.8,83.7,85.7
